Numero	ID	Grupo
3005	4v5iwebv7a	1
3006	4v6shlirea	1
3007	4v8rmbo39r	1
3008	4v9rchwqe0	2
3009	4vaje3u11x	1
3010	4vfpj016js	1
3011	4vi421m728	1
3012	4vis4y1qz2	1
3013	4viy57ezom	1
3014	4vpu4ecrpq	1
3015	4vqf65x7f0	0
3016	4vwyf52mwm	1
3017	4w2ceuogtv	1
3018	4w38nrx1i3	1
3019	4w3onokns3	1
3020	4w4ix3yus6	0
3021	4w5flzhene	1
3022	4w5g0i0yw8	0
3023	4we8tx28sa	1
3024	4wfzq5tu3i	2
3025	4wmh89bhq1	0
3026	4wn355hxkq	1
3027	4wpq5cds4c	1
3028	4wripgtxi4	1
3029	4wtcfr3cm1	1
3030	4wvo0rl1we	1
3031	4wvpoy85ii	1
3032	4wxfbg9wds	1
3033	4x1drxfi6i	1
3034	4x1hmm43sc	1
3035	4x2mq0oon4	1
3036	4x2vampi2q	1
3037	4x38zkcbub	1
3038	4x4bhoplza	1
3039	4x60om1a1y	1
3040	4x6offuz5h	0
3041	4x6s8a7pkj	1
3042	4x746ucz0l	0
3043	4xc5hmtuf9	1
3044	4xeddyq1m1	0
3045	4xh3dk4oj5	0
3046	4xjjelczl8	1
3047	4xom6fydvd	1
3048	4xp2yxiv3t	1
3049	4xpmzcj00s	1
3050	4xqlxi7emh	1
3051	4xvujlqq7a	1
3052	4y1u79ndje	0
3053	4y4812srpe	1
3054	4y9cga3rix	1
3055	4ybc7sw7bz	2
3056	4yd23llh9w	1
3057	4yrqw5nesk	1
3058	4ysh1mwog0	1
3059	4ytynm1v28	1
3060	4yvayitv4p	1
3061	4z06sfi7if	1
3062	4z787m4y4d	1
3063	4z7q1elzfs	2
3064	4zbs8fkh8c	1
3065	4zd8hz2mmt	1
3066	4zdrrkjyep	1
3067	4zfd7o7cyc	2
3068	4zh9mf8383	1
3069	4zpcnq4pgi	2
3070	4zuf99tpx5	1
3071	4zyuqf3h9r	0
3072	500950joyr	1
3073	507ym16j05	1
3074	508qa00zho	1
3075	509zgpd2nf	1
3076	50eb6zd3cm	2
3077	50f19t3g1q	1
3078	50f8mqhkaa	1
3079	50fi0drdnc	1
3080	50grlvnbze	1
3081	50htz5wh28	1
3082	50ijlhq5eo	1
3083	50nkbtsoo6	1
3084	50okb2a4g4	1
3085	50p8ha8a7k	1
3086	50pphwebxz	1
3087	50ppiouvjc	2
3088	50rf2as3q8	1
3089	50vrdy0k5r	2
3090	50y57wfjx6	1
3091	510a99wvuz	1
3092	511jio55j1	0
3093	512lsci4pb	1
3094	518d3nvsfk	0
3095	518omw7tnh	1
3096	51aky377nn	1
3097	51bynkk6ij	1
3098	51cjjsxd12	1
3099	51dlruvc90	1
3100	51ewcn61cb	1
3101	51ewsei1wl	2
3102	51f5qjjzaj	1
3103	51iy6wlzgk	0
3104	51kjsxmfzq	0
3105	51nrbu8hkd	1
3106	51qa8fdd7s	1
3107	51qkngdqwj	2
3108	51r0tl6bsk	1
3109	51r98k8yri	1
3110	51w3w8n5dr	1
3111	51wfvi7w0g	1
3112	51x2u7lovc	0
3113	522h7m7wnp	1
3114	5262fyf8q3	1
3115	52c5wrqtdj	1
3116	52cepmhooz	1
3117	52exhit4ii	0
3118	52fcleijfl	1
3119	52hd1kz3tf	1
3120	52jx3151mh	1
3121	52lkuyx3kw	1
3122	52wqeh91kp	1
3123	52x2at53r9	1
3124	532ij2327k	1
3125	5375qo9alm	1
3126	53g5m8rv1p	1
3127	53g619z9ut	1
3128	53h82c4arf	1
3129	53i6i66m9l	1
3130	53ikwgd1w6	1
3131	53kbhpyzod	2
3132	53kfoojqlh	1
3133	53khtsw6de	1
3134	53l1uuemdb	1
3135	53lak6xh5u	1
3136	53yr855f1x	0
3137	53yvzbp7hl	2
3138	53z3ba0w4h	1
3139	540l8621q4	1
3140	540ra9hz6t	1
3141	545t04a01p	1
3142	547djq477v	2
3143	5482kquail	1
3144	549y9hl12w	2
3145	54i3k1yniz	1
3146	54jx0thrlo	2
3147	54mkqvpje2	2
3148	54mngviqih	1
3149	54ruyzmlb1	1
3150	54rv3t67vr	1
3151	54th7pb3gz	1
3152	54w0p138lo	1
3153	54w6eyh06u	1
3154	54xq8cuf8a	1
3155	54z7bkyj9j	1
3156	5549dbap5s	1
3157	556ljz48wb	1
3158	559s4lcxbx	1
3159	55erjpkch9	2
3160	55g7habcrc	1
3161	55grwh28pc	1
3162	55iietfsxn	2
3163	55la7bfolm	1
3164	55rnbel2x0	1
3165	55tg850dd1	1
3166	55zlh4f4oh	1
3167	55zvw1hozp	1
3168	561pb9xceb	1
3169	562k99yseb	1
3170	564tj18os9	1
3171	5650fkoi9e	1
3172	565nmkauuc	1
3173	5660of4w52	1
3174	566nc9t27a	0
3175	5681jhbxvh	1
3176	56af05z9if	1
3177	56ckiqs4an	1
3178	56ieuwbvxa	1
3179	56il3dlb84	2
3180	56k2j81zv6	1
3181	56ko2jyma9	1
3182	56kpj10xij	2
3183	56ocx0aw68	1
3184	56ohyrh2cz	1
3185	56p589t61f	1
3186	56rd6j1egt	2
3187	56s9iuke85	1
3188	572lmq1ii2	0
3189	5737aweger	1
3190	577wf3hi90	1
3191	578kmph70q	1
3192	578zhv6sgd	1
3193	57bwubi9sa	1
3194	57cclj8v38	1
3195	57dtse1tfh	1
3196	57i6139412	2
3197	57ljb49n64	1
3198	57nhub7vwn	1
3199	57p1dabu3d	0
3200	57qdvxii9t	0
3201	57rpa924qo	0
3202	57sbl5mls2	1
3203	57ttwzj6au	1
3204	57wr0sb1n3	2
3205	581mzt2vr9	1
3206	582gyoxj87	1
3207	584fgqxxkd	1
3208	584rvykain	1
3209	586ix0lqs9	1
3210	5872zwhd7n	1
3211	587arolf4r	2
3212	58bvl99uvs	1
3213	58f7t4n68g	1
3214	58fx6f40qg	1
3215	58im3rjdub	1
3216	58llxiaspp	1
3217	58qjvnchge	1
3218	58shcwowuu	1
3219	58t8r6dzxb	1
3220	58xvqkwb80	1
3221	58yzavt3ar	1
3222	58z9utcrxl	1
3223	58zh78xm64	2
3224	591hw0d1t1	1
3225	592s13prvz	1
3226	592tegtyn4	1
3227	593l9b0z9u	1
3228	593n16ahj3	1
3229	595trzaqjf	1
3230	59gmwa9l5a	1
3231	59gys7l6bt	1
3232	59km5b2czk	1
3233	59n7jpeb0f	1
3234	59nokidff5	0
3235	59oqp92n0f	1
3236	59ow98chah	1
3237	59pafc4rzq	0
3238	59t23oam89	1
3239	59vjld34ie	1
3240	59vu9jcgto	1
3241	59vwnfytxp	2
3242	59x3r54wx4	1
3243	59xmfcnsm4	1
3244	5a0ya9j79f	2
3245	5a172awhhb	1
3246	5a3hvqtar8	1
3247	5a4sbg01fr	1
3248	5a5wrrse0g	1
3249	5a6dopid7m	1
3250	5a6lcny43g	0
3251	5a6y1g8fh0	1
3252	5a7xz0h0sn	1
3253	5a7yb4t09c	1
3254	5a9ow0v3b6	1
3255	5abd0j2zo4	1
3256	5aeh87go5t	1
3257	5agg8387xn	1
3258	5ah6uyh85t	1
3259	5ahwh2d26i	0
3260	5ahxr46e1c	1
3261	5akzouz18i	1
3262	5am5kdt2kk	0
3263	5aofx3yz4r	2
3264	5aqda0y0ud	1
3265	5asysikh82	1
3266	5aty0uwk88	0
3267	5avdnfft97	1
3268	5avwo4s9wd	1
3269	5b4d6otgvf	1
3270	5bevrc3nir	1
3271	5biektpp1r	1
3272	5bifl2ir1h	2
3273	5br0ls4fcm	1
3274	5brhwr3xhp	1
3275	5bs1k1ecj7	1
3276	5bsry1bqdv	1
3277	5by0ku26q1	1
3278	5bzil6rw95	1
3279	5c2c3qwlui	0
3280	5c8sht6il7	1
3281	5cbmyl1891	1
3282	5cc65w9mb4	1
3283	5cisnkfxrs	2
3284	5cl5lflcg2	2
3285	5cnxekayi0	2
3286	5cok6fbj9s	1
3287	5csxfqz7pb	2
3288	5ctosut4fn	1
3289	5cwbpl2lnt	1
3290	5cwethiztr	1
3291	5d0owlvlwe	1
3292	5d1b8dbnjq	0
3293	5d2htnv4oh	2
3294	5d3votd8uw	0
3295	5d8atu88n1	1
3296	5dbczbmr28	1
3297	5deixftxh5	1
3298	5df1367aj7	1
3299	5dfyom4dps	1
3300	5dkt8q5lz7	0
3301	5dmc85gxat	1
3302	5dnv31rdhg	1
3303	5doxnzmyr8	1
3304	5dpyum2ekm	1
3305	5dre7kw20q	2
3306	5drq2eyoeh	0
3307	5dxsmy2z33	1
3308	5dyklnde32	1
3309	5e029wljmr	1
3310	5e05qqtf71	0
3311	5e1cxcmyta	1
3312	5e4f2edaa8	1
3313	5e4widg5i0	1
3314	5e6fsyjydb	2
3315	5e7zl741lv	1
3316	5e8mtjtdid	1
3317	5eaoo85h91	0
3318	5eb16meiqd	1
3319	5ebotnm0dv	1
3320	5eib5t4dnf	0
3321	5eki86afju	0
3322	5eri7jffs2	1
3323	5esiu1yxzd	0
3324	5ev4lmdxnt	1
3325	5exboi7rh4	1
3326	5exp80ach9	1
3327	5eybwssqrx	1
3328	5eze3l5g88	1
3329	5f21ksfpn9	1
3330	5fca18km1a	0
3331	5fgpjr1vk1	2
3332	5fn5vgf9pb	1
3333	5frwwk53fu	1
3334	5fslhhxra9	0
3335	5fzhv1nrjh	1
3336	5g01j1vq1h	1
3337	5g0ju9cc2g	1
3338	5g3r0kh8u3	1
3339	5g4z952jug	1
3340	5gacd83k51	1
3341	5gbsdgtl2g	1
3342	5gd3zvdkag	1
3343	5gdxxosk7w	1
3344	5gf1lgjjvb	1
3345	5ghc43n77x	2
3346	5gil9lr5l2	1
3347	5glippsjg3	1
3348	5glk1bnktb	1
3349	5gse07h8lm	1
3350	5gvcalep7b	1
3351	5gy8xvxcya	1
3352	5h09b39gnp	1
3353	5h20mkq2t4	1
3354	5h2o44p94x	1
3355	5h4i7gqvit	0
3356	5h69ug9bin	1
3357	5h6sve69nh	1
3358	5hccarcn3d	1
3359	5he0yvkwlf	1
3360	5heboctbsb	1
3361	5hexr6qezs	1
3362	5hz2e5oeoz	1
3363	5i3y7rjvm6	1
3364	5i8ag9rw7m	1
3365	5i9p5t0ne2	1
3366	5ijd46mlfb	1
3367	5ijusl67kd	2
3368	5ijxpqg0lq	1
3369	5ilh34e5h9	1
3370	5im3c8ilej	2
3371	5iorij2lg9	1
3372	5irnudgz83	2
3373	5iskifkvum	1
3374	5iuiupydm9	1
3375	5iy3znk4mp	1
3376	5j14tq4tee	1
3377	5j26chsf9w	1
3378	5j3trfpc5u	1
3379	5j57z30oog	1
3380	5j8rwyaqs3	1
3381	5jajvgpn5y	0
3382	5jcytx5eka	1
3383	5jhbwu7pdg	1
3384	5jhgfbz47p	0
3385	5jkcmn5t8o	1
3386	5jlgcal3ph	1
3387	5jnp2cp6ly	0
3388	5jprl011n1	1
3389	5jrpzz8g3t	1
3390	5jsee4bg43	1
3391	5jtp8zq3r6	1
3392	5jww3gt2iv	2
3393	5jy6xhgv7y	1
3394	5jze7hwq5o	1
3395	5jzo303aft	1
3396	5jzr9unppv	0
3397	5k45ckg014	1
3398	5k8aw0ewup	1
3399	5k97t4e66i	1
3400	5kb2p5a9n1	2
3401	5kbknvcl65	1
3402	5kbvtai88v	1
3403	5kdi8csfn6	1
3404	5ke6tyhwn6	1
3405	5keqnxloxh	1
3406	5kglmyb5v4	1
3407	5kj9qbd85v	1
3408	5koc0i85j2	1
3409	5kprbsd7dj	1
3410	5kpw1g13hn	2
3411	5kq5o0de01	1
3412	5kwts80yks	2
3413	5kx0my3169	1
3414	5kx175ndhv	0
3415	5ky2bx43xx	1
3416	5l1waszw8m	1
3417	5l25svmuqr	1
3418	5l5p5zz2iv	0
3419	5lc9kul4ma	1
3420	5lj2cla16d	1
3421	5lolu8ir9b	1
3422	5lox5abjme	0
3423	5lsolymhv5	1
3424	5lufs1wqyp	1
3425	5lv8lu5lfu	0
3426	5lzbi6tz3l	2
3427	5lzh1s1hhz	1
3428	5m0hl6ni29	1
3429	5m0j1vjo56	1
3430	5m2c4bkcp6	1
3431	5m2in7ovpl	1
3432	5m7fg3c2sq	1
3433	5m7hagerpi	1
3434	5mbp4tavz2	1
3435	5mbxhu2lht	1
3436	5me2e58qsx	1
3437	5mk4b07sk9	1
3438	5mnq5attqk	1
3439	5mpblvp9um	1
3440	5mqorhfz3t	1
3441	5msrc39n18	2
3442	5mt9kd0vhw	1
3443	5mtdm8nlyq	0
3444	5myzzq6bzf	1
3445	5naq52czbv	1
3446	5nasnmobvj	1
3447	5nbr1e9cue	1
3448	5nlfvalhfj	1
3449	5nn8uzr5un	1
3450	5nnomvo7dx	1
3451	5nnz8mb9eq	1
3452	5nojeivx1p	1
3453	5npq7bhmsf	1
3454	5npwurik8y	1
3455	5npxj246ut	2
3456	5nqm0scveb	1
3457	5nsnqu1tlu	1
3458	5nv7lnh4bo	1
3459	5nvju8tcpm	1
3460	5nvl1vmsss	1
3461	5ny14km8g2	1
3462	5nz64fz8lf	1
3463	5nzl1kwesd	1
3464	5o042fazou	1
3465	5o1zrxbo19	1
3466	5o2cw2qyll	1
3467	5o7jsleax6	1
3468	5o7u7ykh4p	1
3469	5octw9bg12	1
3470	5oerycysx2	2
3471	5oh01sp733	1
3472	5oiikkhotv	1
3473	5ojbh6ezca	1
3474	5ok2gedfae	0
3475	5ok8rwgvd2	1
3476	5ok9rnyv0t	1
3477	5onsq5wnsw	1
3478	5ooov0i5oj	1
3479	5op0e0wvo5	1
3480	5opts2ik6m	2
3481	5ouiz68dl4	2
3482	5oxbzwt2qg	1
3483	5p0ukn6luf	1
3484	5p396avflw	1
3485	5p3hoqy05z	1
3486	5p6uw2oho9	2
3487	5p896x9lqj	1
3488	5pbfihxeqd	1
3489	5pbstgpfb2	1
3490	5pimya8mwe	1
3491	5pjpp26fa5	0
3492	5pjtz2rko7	1
3493	5pjxe3coaw	2
3494	5pkfp1umfh	1
3495	5pm58t5c6j	1
3496	5ppa7fui7y	1
3497	5pv57p1bjo	1
3498	5pvk64x3jj	1
3499	5pvs92szvz	1
3500	5q4vmccrcq	1
3501	5q5k8aov71	0
3502	5q72lds0yt	1
3503	5qasfp41aj	1
3504	5qbioxgcoy	1
3505	5qbzmxthd0	1
3506	5qh7dkvgko	1
3507	5qhvq5y0zv	1
3508	5qi9ifskc8	1
3509	5qk4takel1	1
3510	5qkkzxm7j4	1
3511	5qmbnh5fvu	1
3512	5qppp1wnv9	1
3513	5qsi1c00ix	0
3514	5qtpe6ye2s	1
3515	5qutlv8ucp	1
3516	5qy7jdr9nf	1
3517	5qztwwsekx	1
3518	5r463wq7bh	1
3519	5r7rgxheai	0
3520	5r8ykjeq7t	1
3521	5r9idvp6a8	1
3522	5raf8asb5t	1
3523	5rbpqiw0mk	1
3524	5rculvlnk1	1
3525	5rh1s2s0jo	1
3526	5rijk1f4sh	1
3527	5riur3j5xk	1
3528	5rm5burcwi	0
3529	5rnbzw82zx	1
3530	5ro39z1dtc	2
3531	5rqiboptwi	2
3532	5rr3vbhym2	1
3533	5rt26mj0ng	1
3534	5ruww624w4	1
3535	5rybzeezqe	1
3536	5rzdcxxyha	1
3537	5s22uw57ov	1
3538	5s3rcedj84	1
3539	5s47hkc74k	2
3540	5s6navpu7p	0
3541	5s6sh220dm	1
3542	5s8frphfo3	1
3543	5sdealds5u	1
3544	5sefbdcu3l	1
3545	5shmao62x5	2
3546	5shzjhmypd	1
3547	5slwd3bwit	1
3548	5smng0nqop	2
3549	5sorrho124	1
3550	5spy3abm1a	1
3551	5sq266y1z7	1
3552	5squm22061	1
3553	5st2vn53qj	1
3554	5stdluniy0	1
3555	5sw1a6umlo	1
3556	5szqv6l8l7	1
3557	5t19hg6e2e	1
3558	5t21rtq616	1
3559	5t24fn3b5p	1
3560	5t6yxptrqs	1
3561	5t8etwz77z	1
3562	5tb1lhi7p2	1
3563	5tc78gqbfi	1
3564	5tj5rbf3x7	2
3565	5tlgug9e4b	1
3566	5tmwv7x3z7	1
3567	5to70rmfeo	2
3568	5tplvtfy1r	0
3569	5ts4w0hdtt	1
3570	5tsd4uzlbt	1
3571	5tw630vcot	1
3572	5u10eni00v	1
3573	5u17wnn662	0
3574	5u2a03tm61	1
3575	5u2y4ohl2o	1
3576	5u373xsty3	1
3577	5u3pbqnnhv	1
3578	5u3z07j75r	1
3579	5uaho7q4p2	1
3580	5uehewevrf	1
3581	5ugaaqgoyt	1
3582	5ui499i00m	1
3583	5ul63oigge	0
3584	5ule4d5nye	1
3585	5usg4gfopm	1
3586	5uthpnl1mt	1
3587	5uua1tutk1	1
3588	5uwyw7310u	1
3589	5uzx8jitsq	1
3590	5v00ftnhc5	1
3591	5v07r4m5pa	1
3592	5v8ntmdb0m	1
3593	5v9gtv23se	1
3594	5va1ospdrx	0
3595	5vabwr0ph8	1
3596	5vaom6sn7d	2
3597	5ve0rcx8m9	1
3598	5ve5gghxs2	1
3599	5veecor8bd	1
3600	5venk5a1ou	1
3601	5vi5rl5j6z	1
3602	5vigv1cftg	1
3603	5vjrtcx05d	1
3604	5vlhwm6u2a	1
3605	5vlqpr8mzx	1
3606	5vmamvirhh	1
3607	5vmvx6byit	0
3608	5vo16i7pxx	1
3609	5vw7bf8wo4	1
3610	5vxbx8tu3o	1
3611	5vxhow36hw	1
3612	5vxxb8buik	2
3613	5w239godv8	1
3614	5w38x36mmu	1
3615	5w3prvoo1c	2
3616	5w54oa6sx4	2
3617	5w6zx0cw43	0
3618	5w7akddat4	1
3619	5wav51ru3r	1
3620	5wcf6zt8o4	2
3621	5wenvr1lj6	1
3622	5wf17l0xab	2
3623	5wf5t2m04p	1
3624	5wixvm9ppn	1
3625	5wjg4bcs2w	1
3626	5wji1qu7lo	1
3627	5wkd6jlgi5	1
3628	5wlo2fq84d	1
3629	5wmnmp0mlg	1
3630	5wqb4pzjrd	1
3631	5wqxcavuoz	1
3632	5wsullls0b	1
3633	5wtjq68ia4	1
3634	5wu8wndgel	1
3635	5wudt07u11	1
3636	5wwpj3ww32	2
3637	5wyisg8w31	1
3638	5x4vo6bw79	1
3639	5x53k23jcr	0
3640	5x70rz0ubw	1
3641	5x7cn9meyw	1
3642	5x8qdrlfg8	1
3643	5x9he4zm81	1
3644	5xbd22ds0k	1
3645	5xfh1ngher	1
3646	5xj96g8nbe	2
3647	5xjo6t0ij9	1
3648	5xkcy7rk9v	1
3649	5xkjuhbl9c	1
3650	5xtm8ttnjx	1
3651	5xtoganf99	2
3652	5xus102d3v	2
3653	5xus7zhwst	1
3654	5xuyts1atc	1
3655	5xxu28f1dw	0
3656	5y0hmcmcwc	1
3657	5y36pyqjsh	1
3658	5y3d3u2tmd	2
3659	5y8r5zl4dn	1
3660	5ybiqmceff	1
3661	5yfst7zlvv	1
3662	5ygij02ubs	1
3663	5yj1h9yslv	1
3664	5ykr8kvcul	1
3665	5ylb42gc4p	1
3666	5ymwycjfxs	1
3667	5yobnld0mu	1
3668	5yong0oep4	1
3669	5yws9ieikz	2
3670	5yxqg2cgmd	1
3671	5yyshcbfkf	1
3672	5z2zrxgpbu	1
3673	5z4igikflt	0
3674	5z5dddscct	0
3675	5z5efx83w0	1
3676	5z6svx5urw	1
3677	5z7b5tshfu	1
3678	5z9z5aewi6	1
3679	5zcxa6rsp7	2
3680	5zf6g01w4q	0
3681	5zjvwtplwn	2
3682	5zln5y2d47	1
3683	5zojfmfwvj	1
3684	5zswz1fo4s	1
3685	5zx7n2jk0m	1
3686	600bzjcmhr	2
3687	603b1bbntj	1
3688	6047ymi0px	1
3689	605tkjaita	1
3690	60g4nnxnfb	2
3691	60kwfdxgp8	1
3692	60m1koj4ng	1
3693	60mj5d5k11	1
3694	60nmwdyqgy	1
3695	60ns02an9l	1
3696	60oqzf3hhd	2
3697	60ot9gmt1n	1
3698	60qkvaplqh	1
3699	60zih2xi37	1
3700	6102jn8833	1
3701	611d1mg7e6	1
3702	615bjuzas5	1
3703	618hsabtjc	0
3704	61a8dv94x2	1
3705	61g0lgn0sp	1
3706	61gvzem6te	1
3707	61n0mc1nt7	1
3708	61paz7s8l1	1
3709	61vpurc969	1
3710	61xagqvghj	1
3711	61ytubgjgc	1
3712	622v08sxpu	1
3713	623iai4gzm	1
3714	623j69h5ok	1
3715	624feg4oln	1
3716	624z75xp09	1
3717	6272ahflns	1
3718	629lsbv25k	1
3719	62a45drfqr	2
3720	62aa5veydr	1
3721	62axa5tckx	1
3722	62b88attdp	1
3723	62dogndxex	2
3724	62dr2b2exs	2
3725	62hgm8h9zt	1
3726	62juxuam3a	1
3727	62lc4ubmmu	1
3728	62oon4ytme	1
3729	62pl1w9lm2	1
3730	62r1nif05w	1
3731	62rn960orw	1
3732	62tff7cot9	1
3733	62veglbpbi	1
3734	62vf587dfs	1
3735	62w6h6d62x	1
3736	62wylv6sh3	2
3737	62xwdto3h4	2
3738	630j8xi3n4	1
3739	6316x5z79a	1
3740	634yhd2g01	1
3741	63640dhm4y	1
3742	639xsc8xnh	1
3743	63bl3mpw1z	1
3744	63dlioyy5s	1
3745	63hdlkrj48	1
3746	63htz0m2qh	1
3747	63j7ltnkuw	1
3748	63jpmfuiy7	1
3749	63n9q4urov	1
3750	63prcqmdmx	1
3751	63unnxg39x	1
3752	63uzaz4sr6	1
3753	63xl00xg5j	1
3754	63xy45k36d	1
3755	63ylk3qxlr	1
3756	63zypv5kbn	1
3757	64023dojam	1
3758	64169sn6r7	1
3759	644ii75mxu	1
3760	648495ap42	2
3761	649q9vkfej	1
3762	64c63jszc2	1
3763	64e94dnm8a	1
3764	64jks9ukd2	1
3765	64kgkvesgc	1
3766	64lwhgjg5z	1
3767	64o1dol935	1
3768	64p2zzxosr	1
3769	64q73qcnup	1
3770	64rqih6ypu	1
3771	64srpksr7s	0
3772	64svuqjcx2	0
3773	64u2hk56sy	1
3774	64yusuhwwv	0
3775	64yxzplad6	2
3776	653bmtwyd4	1
3777	658ffit0tw	1
3778	65cz0rckmq	2
3779	65f4uodgfd	0
3780	65fyjglciv	1
3781	65k1r9hm4z	1
3782	65nr19gnv1	1
3783	65nvdfnbco	1
3784	65xsic9478	1
3785	65xxgmu1n1	0
3786	661ljti9qp	1
3787	662x71c9lm	1
3788	6639ud5ztn	1
3789	665huzj6cc	1
3790	666wgdcp76	1
3791	669bptbv03	1
3792	669tgqs05q	1
3793	66b16bygzw	0
3794	66bi5jmu5v	1
3795	66c2612j13	0
3796	66gqsiw6ye	1
3797	66i7s3y4h8	1
3798	66jrskkbw5	1
3799	66kf2va3x5	1
3800	66l9x34ez4	1
3801	66n4e4a5p6	1
3802	66o7dtnnmt	1
3803	66oyjr72yn	1
3804	66p2o95yy6	1
3805	66pngo9aw7	1
3806	66rq0lb2g0	1
3807	66tn3jjuk2	1
3808	66yeo4glpt	1
3809	66zjft7bs6	1
3810	670ckuu0mr	1
3811	672dkdlijs	1
3812	675zytimhe	1
3813	67aymgy8v2	1
3814	67ba8hsw2x	1
3815	67btnmfr3o	1
3816	67cn3r3i5n	1
3817	67cwzdf957	1
3818	67fg9f8cwp	1
3819	67gys56nnx	1
3820	67iyauyw45	1
3821	67jll8rdmn	1
3822	67mxrkz5xd	1
3823	67nashjjl7	1
3824	67p7vugrut	2
3825	67qg4hqnyq	1
3826	67t2ypqelb	1
3827	67vzssjb0t	1
3828	67wq9r8xzi	1
3829	67yej1nfe9	1
3830	67ygyntmdw	1
3831	67zf3k6gku	1
3832	67znnwydhs	1
3833	67zy9sv578	1
3834	67zytqraxp	1
3835	685ly29wre	1
3836	6866qy4ir1	1
3837	688367lhph	1
3838	68abx70ajq	1
3839	68diy8o6i5	1
3840	68nncmu5qm	1
3841	68of6pdtgr	1
3842	68vcsowady	1
3843	68wa7w59rk	1
3844	68wfudy756	0
3845	68wj7yywa8	1
3846	68ytcioa88	1
3847	6918vjf0x2	1
3848	691yjqsk39	1
3849	692229lm6y	1
3850	6955p1e2mv	1
3851	698kttfidz	1
3852	69bdsl0szk	1
3853	69biat5oth	1
3854	69efar23de	2
3855	69jag7tg59	1
3856	69k2u29jxs	1
3857	69kqedu6nb	1
3858	69mdlrc66n	1
3859	69n4i5xwj4	1
3860	69othwyp9z	1
3861	6a4od0c0pw	1
3862	6a8iivz051	2
3863	6a8qu91udg	1
3864	6act4mhci3	2
3865	6ae8029nsj	1
3866	6afankhdjk	1
3867	6ahb6vdwcd	1
3868	6ahx09kf2o	1
3869	6ajylebkph	1
3870	6akt8etpep	0
3871	6am637f3d8	2
3872	6ascwar8a4	1
3873	6ash89dgyr	1
3874	6atv56365p	1
3875	6axkkp24xp	1
3876	6az2a8vcvi	1
3877	6azmuaqwba	1
3878	6aznhgwcic	1
3879	6b2g6uqo5x	1
3880	6b6quqezo2	1
3881	6bcievxopy	1
3882	6bfcr8yoi1	1
3883	6biu65ht52	1
3884	6bjds7c0y6	0
3885	6bju1gm7qj	1
3886	6bla1kfcuw	1
3887	6bq0t0wtrr	1
3888	6bq6pasnq3	1
3889	6bswm7umac	1
3890	6bwf2vx2q7	1
3891	6bwwhghcb3	1
3892	6c2d2nf3s6	0
3893	6c4im3wabt	1
3894	6c7t734qvi	1
3895	6c8bi0gag4	1
3896	6c8og447a3	1
3897	6ca6u6omvs	1
3898	6ces7789ae	1
3899	6cfbptw322	1
3900	6ciqfh3sv4	0
3901	6clwvxxwwj	1
3902	6cp1vqlqzj	1
3903	6cuazlrzed	1
3904	6daz6g2wi0	2
3905	6dcaayfbrd	1
3906	6ddmr87yht	1
3907	6ddwsms66p	1
3908	6deprxapzw	1
3909	6depx41kec	1
3910	6deuqazzew	1
3911	6dhljp0jak	1
3912	6dmto3jo1i	1
3913	6do3dcwoq1	1
3914	6doha2umlu	1
3915	6dv0t9gijj	1
3916	6dxfhk4w6t	2
3917	6e1tu2cuf7	2
3918	6e2mdsq8h1	1
3919	6e2sk96jp1	0
3920	6e43pm2bkj	1
3921	6e4z6ez7s7	0
3922	6e5szxxvkb	1
3923	6e7c94ozv6	1
3924	6ec4trqj29	0
3925	6ec5zxvfdf	1
3926	6ed327f4uc	1
3927	6edn8cglex	1
3928	6efta2fnvv	1
3929	6eha38jnc0	1
3930	6elcrpnw8e	1
3931	6eqkvzq32e	0
3932	6esiewtk6y	1
3933	6esumt3i5y	1
3934	6eura3mzc9	1
3935	6ey9uem6b1	1
3936	6f59mazz6g	2
3937	6f7k0qwrnh	1
3938	6fc2zk0fbn	1
3939	6fcdmdktll	1
3940	6ffslnp22c	1
3941	6fi6k9cioa	0
3942	6fjv7jzvm3	1
3943	6fmaxff303	1
3944	6fw6ulmx0f	1
3945	6g13qm04gc	1
3946	6g15lild40	1
3947	6g2zrcg7zx	1
3948	6g4m848fmu	1
3949	6g5k84y107	1
3950	6g9nxzkmpg	1
3951	6g9w96erdi	1
3952	6gat0mbqss	1
3953	6gbm5ydi36	1
3954	6gd93t74mc	1
3955	6gdc1yhw26	2
3956	6gdha4vqjr	0
3957	6gdkgq08yh	1
3958	6gfne1vc24	1
3959	6ghzgyjfrf	1
3960	6gkm9163be	0
3961	6gkxlzhdkr	1
3962	6gobv1ecrq	1
3963	6gpg3x116a	1
3964	6gqcywev5q	2
3965	6gujlnbmfz	1
3966	6gx6blt0cl	1
3967	6gyoq3nsp6	1
3968	6h0uwzf44b	1
3969	6h27jdcqbf	1
3970	6h2aizk46a	1
3971	6h2cr3jam7	1
3972	6h329vp0ti	1
3973	6h7jho8mg6	1
3974	6hasak6624	1
3975	6hb9lwyn98	1
3976	6hh5zgo6oa	1
3977	6hh7adrefy	2
3978	6hlut22y14	1
3979	6ho0heb6wa	1
3980	6hoadnlony	1
3981	6hr3m5kphl	0
3982	6hshfnk5ad	1
3983	6huz3ed7ns	1
3984	6hxn6bgb1f	1
3985	6i6vq5w7z8	1
3986	6i6xmjr5tj	1
3987	6i85sefx0d	1
